state,n_deltas,theta_mean_deg,theta_mean_deg_shuffled
1936,452,19.760168,37.022392
1937,346,17.474562,37.755154
1938,492,19.683964,37.543434
1939,328,29.34503,36.19916
1940,312,17.097958,37.444782
1941,521,20.895367,37.9354
1942,422,16.552856,37.36992
1943,567,22.111715,37.856197
1944,437,26.118597,37.643047
1945,325,13.595808,35.369896
1946,370,15.47179,37.10475
1947,357,16.49497,36.873554
1948,260,25.240181,35.72774
1949,322,17.313786,37.279346
1950,342,42.597435,36.667065
1951,530,20.933237,37.76081
1952,295,27.054419,36.316044
1953,321,15.155018,37.636982
1954,309,27.835903,37.640617
1955,436,13.577788,37.558697
1956,453,29.539028,36.944286
1957,436,27.851095,36.619926
1958,408,17.75915,35.735863
1959,432,39.212883,35.926388
1960,205,20.013544,37.61437
1961,194,26.337812,34.668682
1962,120,28.253195,37.48838
1963,324,17.605717,37.435184
1964,558,19.295654,37.696884
1965,605,21.8872,37.02805
1966,233,16.065392,36.86733
1967,245,22.94992,38.35557
1968,280,24.715414,36.033306
1969,200,15.666307,37.10562
1970,353,25.202473,36.580376
1971,245,15.061006,38.45695
1972,285,20.201221,37.32155
1973,280,25.398413,37.240585
1974,348,18.125874,34.360027
1975,295,25.778711,37.819183
1976,379,22.707407,36.596073
1977,387,21.675226,38.604443
1978,388,20.418581,36.60164
1979,375,19.041483,36.60129
1980,172,18.574982,37.556267
1981,444,19.2487,36.92784
1982,355,16.208643,35.82576
1983,329,23.612726,34.252193
1984,464,17.536818,37.223316
1985,367,25.114346,38.293392
1986,525,18.734129,37.18419
1987,378,13.221693,36.397114
1988,334,27.487246,37.595345
1989,297,27.79116,35.51873
1990,397,22.580019,37.52413
1991,216,17.689564,35.656574
1992,480,20.494787,36.864487
1993,574,16.062326,36.66907
1994,383,24.146074,37.075687
1995,581,30.561525,35.88832
1996,264,20.72542,36.62331
1997,341,30.67683,37.46349
1998,292,29.938116,35.697136
1999,347,20.194534,37.571495
2000,380,29.765934,37.72483
2001,368,19.387987,36.885647
2002,389,16.134405,37.219738
2003,349,22.855925,37.606625
2004,281,31.547995,37.04043
2005,277,30.940521,36.76841
2006,151,26.313896,36.13749
2007,408,26.105646,36.063313
2008,430,13.638059,36.662724
2009,401,36.921772,36.779793
2010,581,15.442689,37.90153
2011,375,25.589157,37.840694
2012,602,35.3365,37.15468
2013,320,26.019764,37.709282
2014,406,33.43617,36.902676
2015,238,28.840279,37.083454
2016,391,14.896275,37.10768
2017,296,19.912708,37.12755
2018,303,19.217232,37.997395
2019,443,20.80657,36.3236
2020,307,21.96087,35.700108
2021,245,23.469631,37.56499
2022,281,14.196914,37.477627
2023,270,17.67096,37.455433
2024,339,33.78249,38.842434
2025,449,17.007473,37.434746
2026,381,16.554478,36.578735
2027,273,26.231699,35.99137
2028,461,15.913223,36.854267
2029,309,20.440866,36.48881
2030,157,19.236088,36.109585
2031,441,24.823673,36.242382
2032,490,24.761395,37.240982
2033,436,15.840178,36.05266
2034,305,27.843994,37.44148
2035,317,18.196405,36.080036
2036,181,30.401545,35.546265
2037,335,18.871986,36.387096
2038,268,15.5475,36.522694
2039,497,22.919699,37.447678
2040,437,18.020023,37.2868
2041,292,31.837194,37.556664
2042,337,15.758747,37.212425
2043,545,41.549263,36.236595
2044,572,24.6571,37.03034
2045,471,17.997965,36.128822
2046,364,18.715786,37.70411
2047,465,16.15002,37.05589
