state,n_deltas,theta_mean_deg,theta_mean_deg_shuffled
89,380,42.51851,37.753933
90,491,22.877052,36.54065
91,349,34.364635,36.807648
92,453,23.709768,36.336254
93,337,24.150595,37.11047
94,432,21.563143,37.35173
95,362,16.037066,37.002483
96,408,26.167059,37.36384
97,539,24.163832,37.33937
98,276,16.970524,37.766212
99,604,21.959362,36.705215
100,365,37.514297,37.11515
101,234,18.87821,37.409763
102,373,14.762534,38.640663
103,409,20.17469,36.083466
104,586,17.172571,37.033672
105,191,33.6603,36.154503
106,107,23.495686,36.41796
107,415,17.574957,36.63666
108,404,27.809097,37.17065
109,497,21.90943,36.345234
110,365,20.6663,36.51471
111,365,16.826843,35.693573
112,503,16.134392,36.96037
113,309,42.565117,37.398945
114,446,40.158203,36.638126
115,411,18.705536,36.198296
116,349,33.0928,36.61801
117,679,26.330193,36.55598
118,471,42.148087,37.092754
119,425,21.04661,37.42145
120,328,34.509712,38.02758
121,258,23.720825,36.193127
122,408,29.279327,36.687836
123,457,42.035378,37.443005
124,376,14.014716,35.76856
125,470,19.473465,37.11859
126,278,26.254517,37.43979
127,464,37.315933,36.983223
128,399,17.536455,37.741558
129,314,24.669897,36.97666
130,483,16.78353,37.065315
131,466,24.101412,37.062157
132,714,17.657001,35.228058
133,507,15.420228,37.695015
134,432,15.575621,37.1977
135,691,23.504045,36.685635
136,495,17.140686,36.747112
137,449,18.283047,35.61625
138,338,21.772268,39.034763
139,311,23.221466,37.359314
140,151,24.04798,36.70877
141,539,8.122988,36.45696
142,361,22.063446,37.286507
143,378,25.367931,37.26683
144,436,29.029875,36.357334
145,304,18.9622,36.73019
146,451,38.927155,36.82119
147,394,27.031612,36.60833
148,407,21.572678,36.144108
149,373,16.3304,37.3393
150,456,20.908195,37.456814
151,539,25.932127,37.174976
152,519,18.4196,36.84921
153,542,17.05088,36.25907
154,230,31.632414,36.914032
155,451,26.806225,37.07647
156,481,18.532198,37.370502
157,402,17.669014,36.16699
158,479,29.983526,37.123566
159,223,19.370235,36.797977
160,423,31.646166,37.230267
161,617,24.316273,37.248886
162,511,17.454802,36.556797
163,390,17.812086,38.063473
164,416,13.402414,36.81669
165,617,20.17537,36.980045
166,500,40.39639,37.632454
167,558,26.02326,35.37564
168,486,25.096004,37.423336
169,498,25.158646,35.972576
170,512,17.231724,37.08853
171,475,20.240263,36.89655
172,260,25.21579,36.402676
173,354,15.540431,36.870953
174,696,19.722994,36.763103
175,344,17.55165,37.10679
176,313,33.087265,35.33004
177,500,20.95885,36.82265
178,413,41.48383,37.404606
179,516,18.282558,37.01334
180,439,25.62252,36.00624
181,724,28.200405,36.316723
182,448,19.558096,36.806435
183,610,17.202208,37.479027
184,491,22.145525,36.10396
185,633,24.321156,36.630333
186,344,15.838444,36.906116
187,409,19.94988,37.395145
188,425,21.690928,37.60323
189,507,36.95694,37.19666
190,659,27.457464,36.129856
191,646,17.191303,36.799213
192,351,27.519518,36.65631
193,483,19.976423,37.56179
194,618,17.173738,37.54433
195,541,15.765463,38.151012
196,531,23.09779,37.339672
197,545,19.967783,37.1252
198,471,19.712135,35.995216
199,438,18.697712,37.888786
200,447,26.867357,36.40244
201,437,22.485271,37.095634
202,182,21.613487,36.781437
203,249,25.817461,36.444145
204,494,27.46281,38.268093
205,389,25.079782,36.471535
206,479,17.334852,36.664
207,410,19.736097,36.01767
208,425,17.449406,36.81502
209,437,35.791542,35.965992
210,451,29.032753,36.810303
211,467,39.856003,36.394787
212,496,20.92873,36.89639
213,453,20.826813,35.45372
214,501,23.994352,37.54357
215,325,15.467369,36.107704
216,317,21.674934,36.56161
217,436,18.89597,37.378544
218,465,13.321068,37.95483
219,389,14.953868,36.180756
220,379,17.099766,36.45247
221,540,20.23138,37.40746
222,402,35.225994,38.37493
223,587,16.671354,36.874832
224,532,22.91013,36.660378
225,358,15.418645,35.748768
226,287,22.760906,37.67184
227,431,21.913067,37.19084
228,366,18.1435,37.014107
229,425,17.429962,37.55666
230,620,16.698301,37.25269
231,320,14.649712,37.37032
232,473,24.022856,37.892563
233,560,18.77862,37.160023
234,368,20.373428,37.096535
235,523,41.186714,37.18786
236,318,27.321617,35.877827
237,427,16.895699,36.274128
238,412,31.664778,36.30488
239,534,24.639603,37.40341
240,369,26.592665,35.93701
241,474,17.83766,37.723953
242,588,20.968374,37.6608
243,379,18.338972,35.599274
244,538,22.198978,37.473885
245,354,30.197523,38.516415
246,494,21.787607,36.810333
247,463,21.004787,36.36588
248,381,18.740957,38.17534
249,165,35.967945,35.896763
250,411,21.781088,36.634926
251,766,22.957037,36.315735
252,383,24.644033,35.47611
253,379,18.324661,37.22246
254,707,17.159595,37.26584
255,521,22.524437,36.80484
256,596,14.09493,36.273003
257,256,25.636618,37.01399
258,432,34.116005,36.621376
259,413,22.532328,36.037678
260,440,18.883207,36.17766
261,436,25.154108,36.832207
262,447,20.302818,37.054752
263,585,21.213007,36.89866
264,610,31.992508,36.96964
265,674,19.255915,36.85289
266,357,30.271832,36.130596
267,504,17.636396,36.460552
268,784,17.109068,36.209164
269,670,39.341125,37.522034
270,400,15.78983,36.220394
271,498,17.093948,36.541065
272,185,23.581799,36.529343
273,326,15.781615,36.155884
274,325,18.008884,35.926678
275,344,41.841366,36.24996
276,386,35.442528,36.494015
277,539,20.769945,37.124065
278,639,22.496372,36.457405
279,424,18.575895,36.848476
280,513,17.419853,37.25075
281,574,24.750076,36.719788
282,540,20.136814,36.311684
283,131,28.191992,36.407265
284,383,22.218117,37.765423
285,338,21.174473,38.65452
286,482,17.745531,36.905796
287,435,25.49163,37.209087
288,514,17.402002,37.464447
289,507,16.589783,37.395535
290,770,22.520477,36.788746
291,408,17.691504,36.61096
292,381,21.273361,35.884712
293,510,16.569082,37.15815
294,335,22.969664,37.712566
295,372,17.94933,36.403835
296,552,15.970323,38.156425
297,316,36.221592,35.75676
298,428,19.020788,36.91445
299,544,16.600685,37.647675
300,524,16.902191,36.128147
301,235,20.541876,35.6095
302,318,20.180906,36.38413
303,556,26.404585,37.598106
304,418,23.692934,36.356327
305,455,20.390654,37.374138
306,383,16.90493,37.093403
307,365,17.080864,37.75183
308,231,28.426626,37.161964
309,295,20.79769,36.45579
310,272,19.21631,37.618336
311,422,9.835514,37.84256
312,545,17.698029,36.608902
313,331,32.099632,34.865276
314,398,20.373138,37.243244
315,610,17.58399,36.52655
316,175,18.719713,36.60635
317,393,17.875402,36.203312
318,142,23.761997,37.140823
319,456,16.759579,37.102215
320,368,35.992264,36.933857
321,364,22.148022,35.339912
322,191,33.498734,39.228523
323,238,18.567593,37.79687
324,288,34.770096,36.242203
325,434,18.764362,37.21371
326,453,26.441568,38.65326
327,732,24.97742,37.31586
328,498,20.116676,36.75658
329,410,17.28546,36.169106
330,197,25.537483,35.813305
331,454,32.716022,37.24967
332,336,21.054083,36.20835
333,380,16.026503,38.395077
334,385,33.891712,36.892143
335,239,23.384401,35.563915
336,336,17.412931,35.583054
337,393,23.586826,36.86747
338,378,21.19124,36.409332
339,502,38.63387,38.433414
340,269,16.529732,36.630264
341,441,25.765755,37.400394
342,457,30.980156,37.58935
343,337,16.333918,36.98952
344,626,15.041617,36.252144
345,298,34.460835,38.221306
346,357,16.893177,36.558296
347,350,29.167276,37.852036
348,293,14.790234,36.41441
349,564,26.912191,37.767612
350,380,20.307312,36.572617
351,465,19.422544,37.758636
352,207,26.919785,39.23869
353,667,19.450583,38.301594
354,702,17.074102,36.418087
355,398,26.098888,34.923054
356,540,36.76941,36.658543
357,578,20.54235,37.07482
358,590,17.855972,36.381073
359,590,16.811384,38.179585
360,430,24.360878,37.0882
361,562,27.542776,36.240234
362,240,28.547441,42.67364
363,543,24.777136,37.26536
364,171,22.65611,36.602848
365,459,14.390369,37.76611
366,448,15.729043,36.146084
367,388,19.059343,37.427147
368,447,24.61723,36.433567
369,402,22.179993,35.3868
370,434,22.374222,36.318966
371,399,20.861256,36.752872
372,567,17.000668,36.049454
373,393,26.129232,37.54555
374,171,20.278578,36.340794
375,271,26.768593,36.469543
376,473,16.543463,37.549187
377,556,18.317358,35.65918
378,400,22.833183,38.021107
379,577,25.24029,37.396286
380,449,24.546062,36.67833
381,391,17.271812,35.98183
382,275,26.922853,36.07116
383,404,19.418795,36.657207
384,190,23.132418,36.93141
385,293,22.843586,38.568638
386,309,17.731127,36.17649
387,93,23.311134,34.312824
388,365,25.802809,36.106422
389,412,14.966084,37.346603
390,410,19.61031,36.577538
391,535,15.7031765,37.99626
392,511,16.344944,37.693157
393,228,27.064247,36.315
394,439,31.79134,37.142277
395,392,19.362686,37.851463
396,206,23.709808,36.719166
397,329,18.079113,36.63526
398,224,19.949179,35.361393
399,485,19.297213,37.527046
400,286,19.030993,35.50274
401,394,30.634909,36.745003
402,289,19.433031,37.40292
403,338,19.018871,35.845943
404,631,33.293987,37.768475
405,220,21.202637,35.101242
406,525,18.875257,37.523624
407,451,15.883428,37.04645
408,366,28.269638,35.989033
409,465,20.578537,36.10856
410,437,16.778788,38.03755
411,527,20.088364,37.307495
412,473,32.764896,37.089523
413,418,16.271227,35.58292
414,591,22.729767,36.542835
415,442,24.906734,36.64496
416,9,,
417,482,19.748188,37.792645
418,450,24.287674,37.913204
419,371,22.590405,34.935837
420,503,28.282457,36.50838
421,348,36.720104,38.30552
422,366,27.799444,37.16016
423,413,18.317888,37.56693
424,477,16.725216,36.886562
425,460,18.43054,38.095116
426,364,26.774967,37.123825
427,347,25.892673,38.6035
428,503,30.115091,37.98943
429,425,17.433186,36.232327
430,403,24.007124,36.81882
431,439,29.45765,35.838417
432,398,21.38939,36.52188
433,420,15.761246,36.596867
434,310,36.030575,36.569324
435,631,26.482655,36.60145
436,658,18.744926,37.448944
437,489,24.639015,37.41474
438,5,,
439,730,16.633554,36.310963
440,442,18.501692,36.888992
441,343,38.802547,38.270615
442,304,22.631613,36.36882
443,515,29.614014,37.158905
444,473,21.007603,35.43229
445,528,18.589773,37.79562
446,450,20.431253,38.234646
447,424,14.990485,37.042564
448,430,24.121881,36.44184
449,367,15.903118,36.067955
450,459,21.022524,37.885784
451,360,16.04779,38.00794
452,202,14.804467,37.25385
453,561,20.146263,36.566177
454,668,19.777317,36.646168
455,572,16.775951,36.446953
456,212,28.620117,35.267822
457,395,19.593517,37.880997
458,308,37.79474,36.601826
459,432,23.749,38.348534
460,376,28.160795,37.41699
461,396,21.899378,36.322605
462,350,25.099688,38.64534
463,400,27.955198,36.931324
464,347,17.675322,36.344063
465,283,28.407797,36.587727
466,307,18.280172,36.367603
467,437,24.494953,36.441902
468,373,43.33279,36.841026
469,175,44.38779,34.89224
470,340,20.461687,36.526775
471,430,14.894944,37.485985
472,328,44.133877,36.315178
473,446,21.32249,36.137093
474,800,14.066144,37.157345
475,454,10.809231,38.117397
476,535,25.698368,36.58065
477,305,16.375023,36.34243
478,535,22.745262,37.509563
479,496,15.742174,37.251545
480,459,16.453228,36.384403
481,420,29.205091,37.15064
482,374,16.754436,37.880394
483,332,39.16355,37.03678
484,301,30.218714,38.402058
485,369,35.87796,36.343304
486,307,18.914007,34.720894
487,458,21.022205,37.3176
488,573,20.663073,36.649624
489,250,21.5134,36.471943
490,287,25.708607,35.520252
491,297,16.09831,36.64409
492,498,17.795616,36.98108
493,486,18.625854,36.80553
494,449,34.41666,36.144657
495,341,18.854181,37.45342
496,606,23.23994,37.587254
497,386,27.271246,36.70925
498,486,38.48589,36.305614
499,464,16.530249,36.26497
500,520,16.430897,37.479565
501,409,25.99107,36.480118
502,404,29.536434,36.833393
503,470,18.1591,37.589245
504,539,31.630087,37.6053
505,343,27.223906,36.130817
506,231,13.943509,36.89257
507,509,25.738577,37.059082
508,461,19.798964,36.228508
509,468,19.963694,36.80498
510,409,19.439436,36.368713
511,329,14.514481,35.88516
512,326,21.067287,36.891403
513,341,16.308464,36.89788
514,497,18.281273,36.574375
515,479,18.798874,36.824455
516,381,15.374692,35.908363
517,502,17.274218,37.12772
518,427,43.724434,36.61284
519,377,18.980356,37.20628
520,374,19.325956,36.96138
521,397,14.976536,36.91937
522,380,32.21727,36.88671
523,192,42.163567,37.02769
524,589,23.066463,36.517853
525,355,31.184366,36.830605
526,455,28.078936,37.30855
527,541,29.95992,36.980526
528,209,21.480614,37.742237
529,263,32.3029,35.829464
530,348,16.529993,38.42533
531,396,20.189157,36.966717
532,1,,
533,381,26.573095,36.578487
534,341,19.032207,37.606373
535,629,21.229116,36.880558
536,547,27.72959,37.045403
537,506,19.207144,36.799915
538,471,16.553717,36.110714
539,411,20.33814,38.354935
540,578,14.223484,37.71089
541,490,21.484556,37.21848
542,280,23.34258,35.894444
543,414,17.561445,37.86001
544,507,15.437769,36.34496
545,464,34.687088,36.987137
546,403,16.046223,37.204376
547,4,,
548,308,41.522472,37.432148
549,456,24.16651,35.701504
550,527,30.891289,36.77576
551,407,18.307718,36.969402
552,230,25.663345,35.91253
553,539,22.326244,36.53907
554,516,19.481339,36.692936
555,433,25.150799,36.102177
556,259,21.087313,35.93142
557,408,18.245798,37.385
558,357,16.565683,36.03374
559,479,22.296406,36.74769
560,513,16.975119,37.244503
561,412,27.580677,37.019157
562,477,30.813107,36.763355
563,454,15.84651,36.25863
564,428,16.072334,36.542133
565,364,20.126774,38.05251
566,347,25.842728,37.348587
567,449,15.9517565,36.673275
568,415,22.235983,36.278328
569,629,22.322107,37.27255
570,451,21.427496,36.82031
571,338,17.347319,37.126274
572,376,21.62638,37.2828
573,406,16.069582,37.288303
574,556,18.298706,36.48373
575,342,16.538425,37.271034
576,447,40.058426,37.264008
577,464,19.852718,36.3979
578,454,42.82612,36.71895
579,506,17.143867,36.326572
580,619,20.587244,37.53599
581,387,18.750631,36.809254
582,420,15.65703,36.68172
583,316,25.014717,37.581566
584,298,30.620634,36.71239
585,238,34.118896,35.53857
586,381,17.760435,37.837116
587,322,19.383331,37.04232
588,525,26.260094,35.69157
589,384,16.764334,36.434845
590,405,26.736464,37.321384
591,443,21.064648,36.632675
592,516,17.954676,36.510983
593,226,20.093712,37.493923
594,544,21.329533,36.33191
595,329,28.495975,38.109974
596,454,16.112001,36.942688
597,479,38.424908,37.0896
598,540,25.9136,36.307358
599,499,13.832199,37.740112
600,543,26.015707,37.24377
601,369,19.695307,35.65941
602,374,20.188389,37.554222
603,362,19.040302,36.313004
604,610,12.471867,37.02559
605,296,14.960795,37.076744
606,523,22.84911,35.50007
607,291,14.132762,38.279083
608,486,18.647806,36.613663
609,263,19.424074,37.878098
610,381,21.586056,35.96398
611,434,16.055561,37.281097
612,434,30.601921,37.52775
613,303,29.156797,36.5651
614,722,16.060204,37.990105
615,181,23.0754,36.659584
616,399,16.223034,37.197643
617,477,29.878853,35.878056
618,324,21.383013,37.982025
619,247,33.10949,36.511543
620,375,10.94351,37.088673
621,355,21.804367,36.698696
622,447,15.963137,37.68819
623,458,16.152735,38.462585
624,316,19.937523,37.02249
625,326,20.016493,35.91607
626,486,24.98945,38.045525
627,386,16.085243,35.72637
628,353,17.251423,37.721928
629,455,24.422583,37.373737
630,553,18.795677,36.63556
631,527,29.66803,37.36314
632,334,16.63477,36.588978
633,372,15.469084,37.387463
634,339,27.121105,37.07159
635,373,25.097488,37.008724
636,179,25.179283,35.283348
637,551,24.096586,36.32797
638,485,19.134598,38.210182
639,193,15.668935,36.04974
640,617,20.698563,37.319065
641,535,19.082623,36.370995
642,362,15.649557,36.491123
643,338,16.833588,36.591927
644,367,24.779615,39.358368
645,446,21.683138,35.97681
646,530,16.914824,36.592094
647,640,24.275074,36.799713
648,490,10.422021,37.20652
649,311,20.391768,37.0787
650,424,19.68878,36.498955
651,504,20.99285,36.37181
652,456,36.025597,36.304848
653,480,18.602278,37.021076
654,528,17.151756,36.197853
655,346,18.850473,36.52832
656,346,35.714165,37.623367
657,352,22.154802,35.618954
658,520,15.862506,37.14134
659,439,18.328644,37.203976
660,390,25.359385,35.116695
661,491,18.229216,38.237057
662,315,22.187214,36.621235
663,611,25.069052,35.856106
664,281,28.922789,36.967194
665,438,18.369377,37.384617
666,379,30.617075,36.01107
667,482,21.996584,36.980686
668,445,24.680025,36.17504
669,338,31.149902,36.438698
670,466,21.243849,37.45995
671,332,16.821789,38.449722
672,451,20.349363,37.824898
673,449,15.964208,36.828377
674,331,26.614378,37.950348
675,456,20.677597,38.65233
676,424,18.942493,38.08381
677,620,30.435629,36.994102
678,339,14.776451,35.96233
679,509,17.845251,36.30147
680,420,15.390199,37.580452
681,328,16.997486,36.632835
682,368,44.88586,35.47568
683,474,13.410721,37.116653
684,493,14.476909,38.701107
685,200,33.755672,35.51145
686,482,18.245031,37.249012
687,561,28.731823,37.85574
688,341,21.042444,39.07767
689,350,20.999825,36.17603
690,589,22.043901,37.184643
691,241,23.18253,37.17638
692,459,30.253191,37.306023
693,550,17.608894,36.6854
694,509,17.739809,37.017166
695,157,27.18253,37.172794
696,247,22.167542,37.45782
697,300,21.87951,36.908875
698,407,19.648096,36.200546
699,481,29.960335,37.8463
700,396,18.882364,38.00855
701,411,17.466625,37.659718
702,143,22.266502,35.424606
703,416,17.864988,36.106148
704,377,18.38109,37.053417
705,389,24.973959,38.56372
706,565,18.098606,36.240833
707,376,16.01424,36.36123
708,330,24.01184,36.543648
709,390,32.506275,36.17202
710,469,18.806396,38.006714
711,364,21.145262,36.34401
712,443,40.33314,36.64196
713,261,44.255676,36.335876
714,507,37.358837,37.89939
715,490,14.172548,36.866737
716,370,26.155867,36.266693
717,290,27.309904,37.117233
718,459,15.130144,35.745644
719,430,17.709488,37.79539
720,466,29.090178,37.62801
721,565,16.814837,36.977985
722,492,22.96671,37.369835
723,351,15.984147,37.685406
724,436,14.991721,36.195587
725,457,16.73205,37.485085
726,377,27.759499,36.625973
727,346,26.734015,35.15053
728,228,37.68073,36.652405
729,519,32.49737,37.25481
730,208,23.722858,35.087845
731,50,15.695059,34.873062
732,401,20.920723,37.313133
733,342,46.490456,36.40478
734,356,18.572744,36.584213
735,445,28.335209,36.864834
736,200,21.765657,35.655025
737,411,16.699286,36.508816
738,510,35.096287,35.406235
739,598,21.638931,36.5845
740,326,33.298122,38.10067
741,384,22.080275,36.07945
742,177,22.527517,36.665386
743,395,14.542126,36.187466
744,193,24.913273,36.024693
745,208,24.436161,35.427624
746,195,30.382317,35.82656
747,459,19.746819,37.53776
748,308,14.942993,36.902008
749,509,23.529427,35.61109
750,404,19.349163,37.4653
751,195,25.615328,35.98984
752,396,16.404558,36.143353
753,586,16.999544,38.262287
754,419,17.381924,37.5793
755,497,17.83478,36.224594
756,340,25.759512,35.66056
757,393,23.225946,36.68166
758,390,35.881393,37.15479
759,449,17.95728,36.62686
760,478,21.106785,36.1136
761,419,17.056894,36.13891
762,467,18.146254,36.808537
763,597,20.767374,37.624832
764,480,15.0805235,37.653244
765,526,18.954302,36.549244
766,305,35.160156,37.604053
767,295,18.665417,37.14575
768,187,29.56919,36.536175
769,317,27.317013,37.241787
770,355,16.380325,36.247894
771,417,15.70353,36.415855
772,455,19.38245,36.56923
773,466,18.36033,36.42511
774,565,23.673641,37.069138
775,282,43.041653,36.39458
776,527,18.934608,36.69017
777,418,18.978142,36.505592
778,286,28.140266,36.466454
779,467,37.0803,37.567684
780,217,25.901314,36.935387
781,594,20.777073,38.2792
782,584,16.837368,36.967766
783,718,18.56948,37.25941
784,334,25.955257,36.817352
785,533,20.717573,37.698074
786,239,22.911165,36.3852
787,485,15.87588,37.858204
788,379,25.838587,36.91181
789,616,35.29959,37.60614
790,629,28.700771,36.734848
791,261,26.309193,37.390564
792,517,17.431252,36.68755
793,425,14.059421,36.84093
794,502,15.4282465,36.300564
795,337,17.411283,36.33439
796,500,19.331963,37.28903
797,424,20.954412,36.63206
798,572,17.72486,36.97244
799,308,35.327053,35.745335
800,329,18.223202,35.913227
801,206,26.903215,36.264057
802,385,29.904099,36.578423
803,503,17.342606,37.26417
804,438,29.96806,37.049206
805,333,20.645765,37.305996
806,414,22.37496,37.5588
807,372,15.63669,37.168137
808,137,23.203356,36.784
809,312,18.029364,36.728558
810,465,18.326612,37.41653
811,472,25.479498,36.48167
812,528,29.95592,37.82564
813,1,,
814,378,15.504459,36.945934
815,427,21.861868,37.621166
816,236,27.21011,36.49826
817,383,24.673553,37.54348
818,465,17.750732,37.66825
819,271,31.380312,35.387226
820,404,21.31393,36.632736
821,380,15.360486,35.938213
822,509,22.128027,38.539875
823,308,28.773752,36.632042
824,415,18.852602,36.693474
825,389,30.006216,36.99924
826,380,41.864403,37.3308
827,420,17.224579,37.865166
828,386,23.31597,37.24578
829,630,26.321815,37.819786
830,313,29.59001,37.615444
831,434,17.785025,37.063923
832,310,14.315365,36.4116
833,718,28.143856,36.773613
834,471,18.37007,37.614105
835,118,18.770592,37.664497
836,352,14.855737,36.870243
837,325,24.477726,36.82353
838,420,16.672487,37.093998
839,486,27.208996,37.02129
840,482,25.00103,37.403336
841,564,16.438526,36.883682
842,516,18.688467,36.434895
843,537,15.939301,37.305866
844,539,20.568907,36.941322
845,473,29.09732,37.14668
846,412,16.07248,36.975964
847,494,17.084908,37.660767
848,374,29.566526,37.17067
849,584,14.817454,37.7653
850,236,27.502403,37.510017
851,359,27.143541,37.041485
852,594,28.483717,37.718624
853,310,24.656076,38.20415
854,260,17.618765,35.340145
855,427,28.885063,35.270306
856,519,15.95346,37.554516
857,413,16.554651,37.70809
858,290,20.718298,37.17366
859,513,18.999275,36.70556
860,462,38.46121,36.9945
861,575,39.476105,37.58204
862,440,20.711998,36.284576
863,321,32.59204,36.5434
864,247,19.75367,36.34692
865,369,18.109692,36.521553
866,497,21.380949,37.870884
867,443,24.181068,36.628407
868,348,18.099686,35.837784
869,314,19.275948,37.572662
870,446,18.614513,37.40418
871,299,24.941347,37.82257
872,325,20.383783,35.70275
873,321,20.983929,36.899017
874,402,22.075384,36.740807
875,358,25.06508,36.19334
876,527,25.86194,37.76891
877,364,22.53849,37.0638
878,453,18.552084,36.79637
879,275,22.179659,36.678467
880,399,18.46982,37.01798
881,364,20.98756,37.321304
882,524,24.464985,36.887455
883,532,20.366386,37.118702
884,521,17.236961,35.86609
885,629,24.5751,37.329235
886,428,37.202785,36.752575
887,465,20.583136,36.68282
888,531,17.43561,36.90491
889,415,20.805254,38.382523
890,311,19.013678,36.419357
891,270,23.403143,37.48641
892,308,23.812796,37.43478
893,441,21.858166,36.98669
894,434,14.652802,36.302525
895,394,16.474497,36.37474
896,284,18.47787,36.937225
897,420,16.950407,37.489975
898,288,39.67522,37.7939
899,338,24.542524,37.06488
900,325,38.273514,35.929604
901,391,21.540024,37.535103
902,471,18.504215,36.752373
903,455,15.706948,36.418503
904,174,19.239828,35.379276
905,198,23.342842,37.466923
906,337,24.735626,37.71139
907,130,21.094433,34.92999
908,166,30.249578,36.37746
909,454,17.734291,37.6504
910,339,29.161194,38.124912
911,433,16.16642,37.01237
912,191,40.509567,35.818558
913,171,24.194687,35.00925
914,421,32.85607,37.961792
915,513,30.157906,36.36658
916,469,22.702133,36.840878
917,338,23.026384,40.817745
918,310,20.386772,37.088238
919,435,21.858444,37.6613
920,356,17.76347,36.658306
921,441,36.51202,37.778687
922,221,20.78599,37.378326
923,464,22.689543,37.16329
924,366,38.705357,36.37101
925,561,19.900639,37.97529
926,488,17.7202,38.382557
927,203,25.67938,37.395256
928,412,26.417562,36.873096
929,200,32.529366,37.68612
930,388,23.358952,35.704292
931,466,20.991484,36.83195
932,319,25.310766,37.203682
933,297,20.12228,37.483315
934,301,14.565538,35.592937
935,304,21.51795,35.86795
936,313,17.751968,37.039753
937,570,34.822327,37.384083
938,401,16.727804,36.811146
939,549,23.866554,37.908714
940,184,19.836576,37.323162
941,656,23.495972,36.79368
942,525,30.913946,37.06371
943,444,29.439999,37.874783
944,470,26.593655,37.28671
945,385,23.22267,36.402203
946,525,23.891851,36.807392
947,364,22.738142,37.53682
948,451,15.853185,37.30923
949,408,20.622974,37.140472
950,481,16.945524,36.755924
951,524,18.289732,36.88995
952,620,29.576717,37.522457
953,264,22.2707,35.791637
954,422,16.576702,37.527935
955,300,24.979454,37.016293
956,417,15.245949,37.538418
957,576,20.116756,36.898552
958,418,19.703999,36.298042
959,368,31.377394,37.126427
960,451,21.741693,37.40769
961,450,28.664644,36.86325
962,538,18.604769,37.31197
963,403,17.21917,37.342052
964,562,29.201624,36.30194
965,382,19.409058,37.09488
966,279,29.7512,38.299282
967,514,16.622192,37.55494
968,1,,
969,510,19.098047,37.258484
970,652,15.168798,37.217403
971,266,20.195435,36.616425
972,523,15.949564,36.989475
973,192,20.351265,36.04961
974,246,18.673271,38.480072
975,346,15.575237,36.294384
976,216,38.2095,37.04676
977,622,27.251759,37.29202
978,315,20.137592,35.70085
979,351,25.799957,38.41895
980,369,14.546799,38.735523
981,490,15.668258,37.157787
982,337,21.9901,37.61917
983,349,21.429586,36.894936
984,225,23.073664,38.283028
985,386,38.75609,36.35334
986,400,31.065702,37.38803
987,276,29.465757,36.31265
988,394,16.146593,36.892143
989,333,32.785477,37.437737
990,350,16.523642,35.222908
991,496,21.422256,37.475956
992,366,36.351444,37.557186
993,530,22.5124,36.701977
994,449,23.932169,37.180046
995,532,19.327696,37.167236
996,485,23.732355,36.619095
997,371,15.97525,37.534744
998,133,33.79438,36.727787
